accountage,monthlycharges,totalcharges,subscriptiontype,paymentmethod,paperlessbilling,contenttype,multideviceaccess,deviceregistered,viewinghoursperweek,averageviewingduration,contentdownloadspermonth,genrepreference,userrating,supportticketspermonth,gender,watchlistsize,parentalcontrol,subtitlesenabled,churn
88,6.799478738,598.354129,Premium,Bank transfer,Yes,Both,No,Tablet,6.690891187,94.37648771,27,Sci-Fi,4.562646209,6,Female,11,Yes,Yes,0
103,19.29499045,1987.384016,Standard,Electronic check,No,TV Shows,Yes,TV,23.08678132,79.63970527,42,Comedy,1.804820518,1,Female,24,Yes,Yes,0
12,6.347871866,76.17446239,Standard,Electronic check,No,Movies,No,Computer,37.60151062,46.07404912,36,Action,3.861042593,7,Male,21,No,Yes,1
108,9.354008008,1010.232865,Standard,Credit card,No,TV Shows,No,TV,2.052122392,150.793346,8,Comedy,4.294292818,0,Female,10,No,No,0
55,9.169106263,504.3008445,Premium,Bank transfer,No,Both,No,Computer,12.65230956,102.2908486,42,Fantasy,1.969978261,4,Male,3,Yes,Yes,0
78,11.09371692,865.3099194,Premium,Mailed check,No,TV Shows,No,TV,28.53355881,14.38580178,30,Action,4.40597425,2,Female,10,No,Yes,0
85,7.900235291,671.5199997,Premium,Mailed check,Yes,TV Shows,No,TV,32.85383033,78.97042408,17,Sci-Fi,1.260913881,6,Female,20,Yes,No,0
43,9.391959111,403.8542418,Standard,Electronic check,No,Both,No,Mobile,6.572563237,177.0244674,23,Sci-Fi,2.597401122,7,Male,19,Yes,Yes,0
63,12.48201493,786.3669408,Basic,Bank transfer,No,TV Shows,Yes,TV,34.3744808,42.79669345,21,Fantasy,3.465088957,6,Female,0,Yes,No,0
90,11.61031791,1044.928612,Standard,Mailed check,No,TV Shows,No,Tablet,33.88598141,127.8581242,13,Action,1.84091614,4,Female,16,Yes,No,0
85,8.755985156,744.2587383,Premium,Bank transfer,No,Both,Yes,TV,19.85984039,160.6649789,0,Sci-Fi,2.679147114,6,Female,0,Yes,No,0
55,16.67224579,916.9735183,Premium,Credit card,No,Movies,No,Computer,21.01194528,179.2823784,12,Comedy,1.728325886,5,Male,10,Yes,Yes,0
114,11.0143976,1255.641327,Standard,Mailed check,No,Movies,Yes,TV,15.87337196,131.002731,16,Action,3.322588946,1,Female,7,Yes,No,0
83,5.446671029,452.0736954,Basic,Credit card,No,Movies,Yes,Computer,11.75552814,107.1105156,18,Sci-Fi,1.349630247,5,Male,14,No,No,0
64,6.380882175,408.3764592,Standard,Credit card,Yes,Both,Yes,Tablet,5.074267258,31.72079015,26,Action,1.48448544,2,Male,23,Yes,No,1
1,17.61370837,17.61370837,Standard,Electronic check,No,Movies,Yes,Computer,33.06026709,67.99198857,35,Sci-Fi,1.132251445,1,Male,19,Yes,Yes,0
21,17.99129239,377.8171401,Premium,Mailed check,No,TV Shows,Yes,Computer,31.8624492,103.1420823,3,Comedy,4.561141399,1,Male,0,Yes,Yes,1
64,6.916921353,442.6829666,Standard,Bank transfer,Yes,TV Shows,No,Computer,17.66653307,51.99872021,4,Drama,3.305520809,0,Female,11,Yes,No,0
6,8.17579844,49.05479064,Standard,Mailed check,Yes,TV Shows,Yes,Mobile,22.87855842,33.06389086,31,Comedy,4.60433013,3,Female,12,Yes,No,0
55,7.451334927,409.823421,Standard,Bank transfer,Yes,Movies,Yes,Computer,15.99477837,154.440971,45,Drama,3.546514275,7,Male,0,No,Yes,0
34,6.959046829,236.6075922,Basic,Mailed check,Yes,TV Shows,No,Computer,33.81360823,36.18561678,2,Sci-Fi,3.649249679,4,Female,19,No,Yes,0
90,12.85343147,1156.808833,Standard,Bank transfer,No,Both,Yes,TV,8.082963651,57.00029171,38,Action,2.683737872,6,Male,3,Yes,No,0
56,8.402186561,470.5224474,Basic,Mailed check,Yes,TV Shows,Yes,Tablet,32.43862702,88.40975701,44,Comedy,1.258944986,5,Female,14,No,Yes,0
24,12.93790449,310.5097077,Basic,Mailed check,Yes,TV Shows,Yes,Tablet,37.01117141,123.0717139,22,Action,3.482879453,8,Female,12,Yes,No,0
10,14.55489323,145.5489323,Standard,Credit card,Yes,TV Shows,No,Tablet,20.41795614,134.7841971,36,Fantasy,4.605442304,0,Male,10,No,Yes,0
97,6.470368361,627.625731,Standard,Bank transfer,No,Movies,No,Tablet,3.860157237,10.73381307,38,Fantasy,3.233081529,3,Female,24,Yes,Yes,0
64,14.91728918,954.7065074,Standard,Electronic check,Yes,TV Shows,No,TV,23.6148202,157.6370645,31,Sci-Fi,3.977664315,3,Male,10,No,Yes,0
33,15.88655949,524.2564633,Basic,Bank transfer,Yes,Movies,No,TV,10.722357,29.62772902,25,Fantasy,2.476684073,0,Male,22,Yes,No,0
48,12.10083224,580.8399475,Standard,Credit card,No,TV Shows,Yes,Mobile,4.0373759,107.9275438,22,Sci-Fi,3.091974909,7,Female,10,Yes,No,0
2,16.56385347,33.12770693,Premium,Mailed check,No,Both,No,Tablet,7.239216385,54.00192206,35,Sci-Fi,3.898294444,6,Male,10,No,No,0
104,18.25426568,1898.443631,Basic,Credit card,Yes,TV Shows,Yes,TV,12.63690478,92.43229828,10,Comedy,1.926870864,1,Male,17,Yes,No,0
70,10.19981472,713.9870305,Premium,Mailed check,No,Movies,No,Tablet,22.79146149,37.43103051,3,Action,1.233128592,8,Female,21,No,No,0
12,10.75541868,129.0650242,Premium,Electronic check,No,TV Shows,Yes,Tablet,22.61590101,164.3208316,30,Comedy,1.128139928,2,Male,21,No,Yes,0
7,8.72140115,61.04980805,Standard,Electronic check,No,TV Shows,No,TV,24.72829284,117.2211075,22,Action,4.111281977,1,Male,12,No,Yes,0
53,9.123439108,483.5422727,Basic,Bank transfer,No,Both,No,Tablet,36.81228244,179.1139945,11,Sci-Fi,4.62895128,1,Male,1,Yes,Yes,0
37,7.795781507,288.4439157,Standard,Electronic check,Yes,Movies,No,TV,12.85377793,113.7883023,1,Sci-Fi,2.621562992,5,Female,1,Yes,Yes,0
113,8.196281456,926.1798046,Standard,Electronic check,No,TV Shows,No,Tablet,23.21264194,119.0183669,18,Fantasy,3.285248761,6,Male,9,No,Yes,0
74,10.48375528,775.7978905,Standard,Bank transfer,No,Movies,No,TV,28.39347167,124.5872723,34,Sci-Fi,2.157215488,1,Female,11,No,No,0
29,7.36188731,213.494732,Standard,Credit card,No,Both,No,Tablet,38.90785782,29.76794422,29,Fantasy,3.000209401,2,Female,15,No,No,0
38,18.31537804,695.9843656,Standard,Credit card,Yes,Both,No,Mobile,27.02012701,7.730303221,22,Action,1.006558597,1,Female,13,No,Yes,0
2,7.598358977,15.19671795,Basic,Bank transfer,No,Movies,Yes,TV,27.61030419,76.06067625,0,Fantasy,2.728226787,9,Male,3,Yes,Yes,0
90,6.565536374,590.8982737,Standard,Credit card,No,Both,Yes,TV,39.18655577,109.5079341,12,Fantasy,1.04771051,4,Female,17,Yes,Yes,0
1,16.04579896,16.04579896,Standard,Electronic check,Yes,Movies,No,Computer,14.38208694,138.1401062,3,Drama,2.846249696,6,Male,6,No,Yes,0
21,15.90388813,333.9816508,Standard,Bank transfer,No,Movies,Yes,Computer,16.82981687,63.9382592,32,Sci-Fi,4.412902158,7,Male,14,No,No,0
28,11.7543589,329.1220492,Premium,Bank transfer,Yes,Both,No,TV,19.75187226,140.7597183,8,Comedy,3.121568413,3,Female,21,No,Yes,0
26,9.391613219,244.1819437,Basic,Credit card,Yes,TV Shows,No,Mobile,24.80655343,36.64934863,0,Sci-Fi,3.644497161,6,Female,22,Yes,No,1
56,14.57589489,816.2501136,Premium,Credit card,No,Both,No,Tablet,27.31669063,102.0358659,32,Sci-Fi,2.531148912,2,Female,23,No,No,0
76,18.6140778,1414.669913,Premium,Electronic check,No,TV Shows,Yes,TV,28.75630684,168.2345776,14,Drama,4.312794569,6,Male,14,Yes,Yes,0
113,7.380138751,833.9556788,Standard,Mailed check,No,Both,No,Tablet,27.77325715,151.5063908,4,Sci-Fi,3.383589398,2,Female,11,Yes,Yes,0
21,14.21250503,298.4626057,Basic,Mailed check,Yes,Movies,Yes,Tablet,26.79238339,51.56879522,23,Sci-Fi,3.135346406,8,Male,19,Yes,Yes,0
2,15.6918529,31.38370579,Standard,Bank transfer,Yes,Both,Yes,Tablet,10.69423507,117.0362453,34,Action,3.813972512,2,Male,19,No,Yes,0
23,14.27754294,328.3834876,Standard,Bank transfer,No,TV Shows,Yes,TV,28.85804781,165.0628999,45,Comedy,2.298228429,9,Female,20,No,No,0
86,16.49291092,1418.390339,Basic,Credit card,No,Both,No,Tablet,25.74762118,167.9943968,43,Drama,2.434831382,2,Male,14,Yes,No,0
61,16.14027363,984.5566915,Premium,Mailed check,No,Both,No,Computer,38.73146628,169.473701,12,Comedy,1.510141444,8,Female,21,No,Yes,0
12,11.29294943,135.5153932,Basic,Mailed check,No,Movies,No,TV,38.72994092,49.13238442,38,Action,3.242384305,3,Female,2,No,No,0
99,5.716027918,565.8867639,Premium,Electronic check,No,TV Shows,No,Computer,2.463271094,109.7777242,25,Drama,1.903473427,0,Male,2,No,Yes,0
86,18.51518231,1592.305678,Basic,Electronic check,No,TV Shows,No,Tablet,19.30757111,64.66658197,8,Fantasy,3.605701446,6,Female,8,Yes,No,0
44,6.010736625,264.4724115,Standard,Credit card,Yes,TV Shows,No,Tablet,20.07248793,66.07402392,37,Sci-Fi,2.31350707,2,Male,7,Yes,No,0
72,13.01178416,936.8484599,Basic,Bank transfer,Yes,TV Shows,No,TV,38.09910086,80.77275291,12,Fantasy,2.835195681,4,Female,9,No,No,1
90,15.9752442,1437.771978,Premium,Electronic check,No,Both,No,Computer,14.47081273,77.83854403,47,Fantasy,3.404098858,8,Female,3,Yes,Yes,0
35,12.69713982,444.3998935,Premium,Bank transfer,No,Both,Yes,Computer,9.304422257,142.7151853,7,Sci-Fi,2.649658538,3,Female,0,No,Yes,0
70,18.55894474,1299.126132,Basic,Bank transfer,Yes,TV Shows,Yes,TV,34.71716209,165.1558502,23,Drama,3.461891762,2,Male,2,No,No,0
12,14.33386684,172.0064021,Basic,Electronic check,Yes,Movies,No,Mobile,30.49469008,115.7833689,36,Comedy,2.885367938,9,Female,24,No,No,0
100,6.729869423,672.9869423,Basic,Mailed check,No,Movies,No,TV,28.89044642,39.28152341,38,Action,1.053409569,8,Female,5,Yes,No,0
93,15.46601172,1438.33909,Standard,Mailed check,Yes,Movies,Yes,Computer,1.534684886,148.9037902,43,Comedy,3.339577117,6,Female,8,No,No,0
35,8.499632413,297.4871344,Basic,Credit card,No,Movies,Yes,Mobile,28.35273324,161.8600655,49,Action,4.905376942,3,Female,2,Yes,Yes,0
59,19.81872394,1169.304713,Standard,Credit card,No,TV Shows,No,Computer,15.27299144,105.9360556,25,Drama,3.595519036,9,Female,9,No,No,0
91,5.500375701,500.5341888,Standard,Credit card,No,Both,No,TV,37.05203133,135.3391849,19,Sci-Fi,2.214872402,0,Male,2,Yes,No,0
84,14.0711693,1181.978221,Premium,Mailed check,No,Both,No,TV,20.84212778,53.98521375,8,Drama,3.398244384,5,Male,20,Yes,No,1
56,5.736986958,321.2712697,Basic,Electronic check,No,Movies,No,Mobile,18.21880491,25.44990277,28,Action,3.459762574,0,Female,0,Yes,Yes,0
76,14.43008286,1096.686297,Standard,Credit card,No,Both,Yes,Mobile,20.13952104,130.0331716,24,Sci-Fi,2.423065495,7,Female,19,Yes,Yes,0
58,10.96738373,636.1082563,Basic,Bank transfer,Yes,Movies,Yes,Tablet,2.166853181,162.4724228,19,Comedy,4.910580576,4,Male,9,No,Yes,0
81,16.32399581,1322.243661,Basic,Bank transfer,Yes,Movies,No,TV,16.45768155,26.13704906,2,Fantasy,1.859650042,3,Female,2,Yes,No,0
27,16.72790025,451.6533067,Premium,Mailed check,No,Both,Yes,TV,21.57180892,13.74957222,48,Fantasy,2.53118452,0,Male,17,Yes,Yes,0
113,15.46659653,1747.725407,Basic,Bank transfer,No,TV Shows,Yes,Tablet,39.9222885,11.50889866,40,Drama,4.827055111,8,Male,7,Yes,Yes,0
16,18.85961423,301.7538277,Basic,Electronic check,No,Both,No,Computer,13.46445627,112.7819782,23,Sci-Fi,1.042968934,1,Male,19,Yes,No,0
55,9.407815738,517.4298656,Premium,Electronic check,Yes,TV Shows,No,Computer,38.75216841,88.88219692,36,Drama,3.481482598,8,Female,6,Yes,Yes,1
55,6.664156752,366.5286214,Basic,Bank transfer,No,TV Shows,No,Computer,10.13313819,149.5898913,30,Action,2.791101372,5,Male,8,No,Yes,0
14,15.22308082,213.1231315,Basic,Bank transfer,Yes,Both,Yes,Tablet,23.62024077,33.41204376,44,Sci-Fi,3.480261324,8,Male,14,Yes,Yes,1
69,15.37307393,1060.742101,Basic,Mailed check,Yes,TV Shows,No,Tablet,28.09526645,131.0931467,36,Action,3.368200312,8,Male,24,No,No,0
55,13.77743858,757.7591219,Premium,Bank transfer,Yes,Movies,No,Computer,1.760263079,40.92297405,3,Fantasy,3.3756449,4,Male,2,No,No,1
107,16.27155647,1741.056542,Premium,Mailed check,Yes,TV Shows,Yes,TV,6.306849363,155.7762958,14,Action,3.12393048,9,Female,0,Yes,No,0
72,18.1840402,1309.250895,Standard,Mailed check,No,Both,No,TV,13.79211967,143.131258,45,Fantasy,4.040283641,3,Male,17,Yes,No,0
58,17.23526076,999.645124,Basic,Mailed check,No,TV Shows,Yes,Tablet,3.137502529,64.22915018,26,Action,4.90054326,4,Female,8,Yes,Yes,0
114,7.007534805,798.8589678,Basic,Bank transfer,No,Both,Yes,TV,19.45578022,10.65726518,2,Drama,2.329519816,0,Male,10,No,No,1
99,5.767969414,571.028972,Basic,Credit card,No,TV Shows,No,TV,24.86037143,100.565847,40,Action,1.620124438,3,Female,6,No,Yes,0
48,11.81725096,567.228046,Basic,Mailed check,No,Movies,Yes,TV,10.65625021,56.09914499,44,Comedy,1.041952001,4,Male,6,No,No,0
25,14.69690877,367.4227192,Basic,Electronic check,No,TV Shows,No,Tablet,7.022473948,176.5658787,9,Action,2.773406956,1,Female,12,No,No,0
39,12.4092312,483.9600169,Premium,Credit card,Yes,Movies,Yes,Mobile,36.73751223,82.81597926,7,Drama,2.283045051,5,Female,11,Yes,No,0
114,7.316860229,834.1220661,Basic,Credit card,Yes,TV Shows,No,Computer,37.13397567,86.42830839,23,Action,4.213472435,4,Female,2,Yes,Yes,0
92,5.019827,461.824084,Premium,Mailed check,No,Movies,Yes,Mobile,19.59777046,173.177666,4,Fantasy,2.639294293,1,Male,3,No,No,0
79,16.86581019,1332.399005,Basic,Electronic check,No,Movies,No,Mobile,18.28582049,169.4399835,29,Drama,4.638943006,2,Female,3,No,No,0
59,18.73928637,1105.617896,Basic,Bank transfer,Yes,TV Shows,No,Tablet,4.925783928,82.40543067,10,Action,2.306157871,8,Male,4,No,Yes,0
85,6.843306465,581.6810495,Standard,Credit card,No,Both,Yes,Computer,18.8866225,71.57032039,40,Drama,1.7569772,7,Female,24,Yes,Yes,0
70,18.13872024,1269.710417,Basic,Electronic check,Yes,TV Shows,Yes,Computer,8.150060871,77.14888742,19,Action,3.453512852,2,Male,23,Yes,No,0
17,10.70043057,181.9073197,Premium,Electronic check,No,Movies,Yes,Mobile,12.64805919,105.4767185,38,Comedy,3.695780957,0,Male,8,No,Yes,0
41,6.246680691,256.1139083,Standard,Bank transfer,No,TV Shows,Yes,Tablet,25.4903798,8.016109388,43,Sci-Fi,2.804763687,2,Female,22,No,No,0
15,5.122610501,76.83915751,Basic,Bank transfer,No,Both,No,TV,4.626490007,103.1501035,48,Comedy,1.198454286,6,Male,16,Yes,No,0
26,10.8556581,282.2471106,Standard,Bank transfer,Yes,TV Shows,Yes,TV,27.2311923,151.5673707,32,Comedy,4.281340785,1,Female,4,No,No,0
108,19.45095065,2100.70267,Standard,Mailed check,No,TV Shows,No,TV,35.86973636,17.39767035,9,Sci-Fi,2.129060879,5,Male,16,No,Yes,0
32,9.00621115,288.1987568,Standard,Mailed check,Yes,Both,Yes,Tablet,2.503645628,13.84029746,47,Action,3.11590755,2,Male,1,No,Yes,0
86,16.90650843,1453.959725,Standard,Bank transfer,Yes,Movies,No,Computer,18.30912198,26.54477402,36,Action,4.305387051,4,Female,9,No,Yes,0
37,15.27515865,565.18087,Basic,Electronic check,No,Movies,No,TV,1.305797968,25.20399969,17,Action,4.736145919,6,Female,22,Yes,Yes,1
38,5.25115817,199.5440105,Premium,Electronic check,No,TV Shows,No,Tablet,4.954628184,17.52858629,10,Comedy,2.381506674,7,Male,24,No,No,0
63,11.23811835,708.001456,Premium,Bank transfer,Yes,Both,No,Tablet,14.7680091,115.0564213,13,Fantasy,2.77820342,5,Male,13,No,Yes,0
45,11.15112457,501.8006059,Standard,Credit card,Yes,TV Shows,Yes,Tablet,1.942296271,118.3863468,39,Action,4.344303808,0,Male,8,Yes,No,1
12,8.375613115,100.5073574,Basic,Bank transfer,Yes,TV Shows,No,TV,1.516908933,134.1694194,6,Action,2.383592836,8,Female,11,Yes,No,0
33,11.63378464,383.9148931,Premium,Mailed check,Yes,TV Shows,Yes,Mobile,9.375513092,168.7355484,17,Drama,4.066138389,7,Female,24,Yes,Yes,1
2,14.67469947,29.34939894,Basic,Electronic check,No,Movies,No,Tablet,2.087270863,131.7245208,3,Action,2.092934036,1,Male,13,No,Yes,1
96,19.59959746,1881.561356,Standard,Electronic check,No,TV Shows,No,Mobile,17.11372202,30.27851267,9,Action,4.724327329,9,Female,7,Yes,No,1
36,5.867363057,211.2250701,Premium,Electronic check,No,Movies,No,Mobile,18.70520411,42.93785009,26,Drama,1.565178944,7,Female,14,No,Yes,1
47,5.105490756,239.9580655,Standard,Credit card,No,Both,No,Mobile,7.387208684,70.23632224,45,Action,4.85708975,0,Male,0,No,No,0
42,13.14570977,552.1198104,Standard,Electronic check,Yes,Both,No,Computer,39.9057101,164.922841,27,Drama,4.447623174,9,Female,5,No,Yes,0
6,6.834553214,41.00731928,Standard,Bank transfer,No,Movies,No,TV,29.26725605,74.13407889,17,Drama,1.638148122,0,Male,22,Yes,Yes,0
48,7.019939956,336.9571179,Premium,Mailed check,Yes,TV Shows,No,Mobile,5.219140144,66.12799163,26,Comedy,2.089836248,9,Male,23,Yes,No,0
119,16.14403385,1921.140029,Standard,Electronic check,Yes,Movies,Yes,Computer,33.51728824,51.17879909,27,Action,4.515693589,8,Male,20,Yes,No,0
8,19.64102418,157.1281934,Basic,Electronic check,No,Movies,Yes,Computer,3.592666898,51.08718025,2,Fantasy,2.836673304,0,Male,2,No,Yes,1
22,11.87258765,261.1969283,Premium,Electronic check,No,Both,Yes,Mobile,14.77639941,121.6256964,20,Action,1.794834524,0,Female,24,Yes,No,0
18,6.243476546,112.3825778,Premium,Bank transfer,Yes,Both,Yes,Mobile,1.251626403,49.90588899,37,Drama,1.669899388,6,Female,21,Yes,Yes,0
92,16.90424769,1555.190787,Standard,Mailed check,No,Movies,Yes,Tablet,19.35986812,80.61987255,2,Action,2.54485353,2,Male,17,Yes,Yes,0
114,14.11742735,1609.386717,Basic,Bank transfer,No,Movies,Yes,Mobile,33.69307115,142.7469037,6,Fantasy,3.012545056,5,Female,10,No,Yes,0
11,9.990269557,109.8929651,Premium,Mailed check,No,Both,No,Computer,13.99059941,97.20501011,34,Action,2.333546679,6,Female,3,No,Yes,0
32,7.064859696,226.0755103,Premium,Bank transfer,Yes,Both,Yes,Computer,11.53080479,155.489551,43,Sci-Fi,3.331313302,5,Male,23,Yes,No,1
105,13.72527477,1441.153851,Standard,Bank transfer,No,Both,No,Tablet,35.91328414,164.7005065,7,Drama,3.269888265,2,Male,3,No,Yes,0
49,17.32827107,849.0852825,Premium,Electronic check,No,Movies,Yes,TV,23.18748333,117.9600037,28,Fantasy,1.323802607,4,Female,1,No,No,0
3,9.991595941,29.97478782,Basic,Mailed check,No,Movies,No,Computer,21.51485059,103.282806,30,Comedy,3.104222491,0,Female,12,Yes,No,1
97,19.93485642,1933.681073,Standard,Electronic check,No,TV Shows,No,Tablet,32.91115842,28.456679,30,Sci-Fi,1.990013125,4,Male,7,Yes,No,0
57,18.28996869,1042.528215,Premium,Bank transfer,Yes,Movies,Yes,Computer,9.889491688,67.99229474,42,Action,4.437844354,4,Female,17,Yes,No,1
19,8.189422296,155.5990236,Standard,Bank transfer,Yes,TV Shows,Yes,Computer,17.87100137,166.47352,23,Sci-Fi,4.759545095,2,Female,15,Yes,No,0
96,6.431949065,617.4671102,Standard,Bank transfer,Yes,TV Shows,Yes,TV,33.55264526,56.23681954,25,Sci-Fi,1.955852152,7,Female,15,No,No,0
19,19.05837486,362.1091223,Basic,Credit card,Yes,TV Shows,No,TV,22.18865174,98.78359227,6,Fantasy,1.087785371,6,Female,12,No,No,0
44,15.99569307,703.810495,Premium,Credit card,No,TV Shows,Yes,Mobile,32.32385544,104.6909342,48,Comedy,4.047781385,6,Male,12,Yes,No,0
73,15.99808046,1167.859874,Basic,Electronic check,No,Movies,Yes,Computer,23.33548617,82.682849,17,Sci-Fi,1.051310082,2,Male,4,Yes,No,0
93,14.87053911,1382.960137,Standard,Credit card,No,Both,No,Computer,8.460906897,69.4886972,45,Sci-Fi,1.220877475,2,Female,11,No,No,0
81,8.837374066,715.8272994,Basic,Mailed check,No,Both,No,Computer,18.27483906,121.1551014,49,Drama,2.757970169,9,Female,16,No,Yes,0
85,18.87035562,1603.980228,Standard,Mailed check,No,TV Shows,Yes,TV,14.72875848,38.71831937,30,Drama,1.232033448,8,Male,0,No,Yes,0
110,13.98691004,1538.560105,Standard,Mailed check,Yes,Movies,Yes,Mobile,7.291682762,97.95374775,10,Action,3.740257003,4,Female,23,No,No,0
2,6.599680997,13.19936199,Standard,Credit card,Yes,TV Shows,Yes,Computer,31.96600199,148.2018602,40,Sci-Fi,3.152299425,1,Female,13,No,Yes,0
73,12.20851528,891.2216151,Premium,Mailed check,No,TV Shows,Yes,Mobile,4.979916922,156.7136634,23,Action,2.796133179,8,Male,23,Yes,Yes,0
17,7.299428453,124.0902837,Basic,Electronic check,No,Movies,No,Mobile,3.265839608,172.3028843,19,Sci-Fi,2.451078426,9,Female,19,Yes,Yes,0
57,17.69248187,1008.471467,Premium,Bank transfer,Yes,Movies,Yes,Computer,3.763243592,48.45956014,14,Comedy,2.185380723,6,Male,10,Yes,No,0
86,15.88628743,1366.220719,Premium,Electronic check,No,TV Shows,Yes,TV,26.57004085,81.92304562,12,Action,1.478351236,5,Male,1,Yes,No,0
109,14.28976632,1557.584529,Basic,Bank transfer,No,TV Shows,No,Computer,32.47797901,116.0922599,17,Comedy,2.030131873,8,Male,13,No,Yes,0
22,10.43252256,229.5154963,Standard,Mailed check,Yes,Both,Yes,Mobile,25.97376702,168.7613967,28,Action,1.786375211,4,Male,8,Yes,Yes,0
85,14.13897529,1201.8129,Basic,Mailed check,Yes,TV Shows,No,TV,18.13627039,108.0219236,43,Sci-Fi,2.15085735,7,Male,6,No,Yes,0
66,16.78281435,1107.665747,Premium,Mailed check,No,TV Shows,Yes,Mobile,6.78186022,141.1346991,31,Fantasy,4.280695642,6,Female,0,No,Yes,0
84,13.3386683,1120.448137,Premium,Credit card,Yes,Both,No,TV,12.32116235,50.85014545,23,Sci-Fi,3.681353684,1,Male,5,No,No,1
71,18.16825141,1289.94585,Standard,Electronic check,No,TV Shows,No,Mobile,32.49735985,85.91974031,31,Comedy,2.542749256,4,Male,21,Yes,No,0
7,11.3805503,79.6638521,Premium,Electronic check,Yes,Both,Yes,Mobile,38.20646337,109.5517367,10,Comedy,3.17555563,3,Female,10,Yes,Yes,0
27,13.5834348,366.7527396,Basic,Mailed check,No,Both,Yes,Computer,10.54042307,5.140075789,9,Action,3.794548084,1,Male,22,No,No,1
78,13.05989394,1018.671728,Basic,Bank transfer,Yes,Both,No,Tablet,16.21905526,64.1014924,22,Action,1.738305338,1,Female,20,No,Yes,0
107,12.95323745,1385.996407,Premium,Electronic check,Yes,Movies,Yes,Tablet,26.74582768,34.56475357,18,Drama,1.264586012,9,Male,17,No,Yes,0
36,14.80866521,533.1119477,Premium,Electronic check,Yes,Movies,Yes,Mobile,21.70363475,110.9213374,6,Fantasy,3.12084866,9,Male,24,Yes,Yes,0
63,19.7805286,1246.173302,Standard,Bank transfer,No,TV Shows,No,Mobile,33.3535848,97.97606479,21,Comedy,3.710044267,0,Female,13,Yes,No,0
57,16.0197292,913.1245642,Standard,Bank transfer,No,Both,No,TV,22.39182774,20.41189484,9,Drama,1.81632059,9,Male,18,Yes,No,1
110,7.353383706,808.8722077,Basic,Electronic check,Yes,Both,No,Tablet,30.77982357,156.7944579,6,Drama,3.138311308,4,Female,22,No,No,0
117,17.42048539,2038.196791,Premium,Mailed check,No,Movies,Yes,TV,23.729823,72.54551245,3,Fantasy,4.606094023,5,Female,11,Yes,Yes,1
13,10.20811838,132.7055389,Basic,Electronic check,Yes,TV Shows,No,Mobile,37.85667812,122.3844168,33,Sci-Fi,3.999971906,1,Female,21,No,No,0
