accountage,monthlycharges,totalcharges,subscriptiontype,paymentmethod,paperlessbilling,contenttype,multideviceaccess,deviceregistered,viewinghoursperweek,averageviewingduration,contentdownloadspermonth,genrepreference,userrating,supportticketspermonth,gender,watchlistsize,parentalcontrol,subtitlesenabled
58,8.36290479,485.0484778,Standard,Mailed check,No,Movies,No,Computer,5.5709518,117.4049466,38,Comedy,2.087198016,1,Female,23,Yes,Yes
41,5.189306216,212.7615549,Premium,Bank transfer,No,TV Shows,Yes,TV,38.59367033,114.5187,40,Fantasy,3.578460924,5,Male,7,No,No
71,5.337243134,378.9442625,Basic,Electronic check,Yes,Movies,No,Tablet,18.45621474,123.4534251,34,Sci-Fi,2.896924121,5,Female,11,Yes,No
53,18.95194247,1004.452951,Premium,Bank transfer,Yes,Movies,Yes,Tablet,37.23001869,74.04918488,4,Comedy,4.057896613,5,Male,5,Yes,No
52,13.24886339,688.940896,Standard,Electronic check,Yes,TV Shows,No,Mobile,32.99958132,28.21227741,9,Fantasy,2.22622682,4,Female,15,No,Yes
9,10.26849587,92.41646286,Basic,Mailed check,No,TV Shows,Yes,Computer,7.946099032,89.55514783,49,Action,3.099716242,6,Female,14,Yes,No
75,5.009380743,375.7035557,Basic,Credit card,No,Both,Yes,TV,37.58017339,69.90111186,22,Sci-Fi,3.08772716,2,Male,1,No,No
18,7.561612318,136.1090217,Basic,Credit card,Yes,Movies,Yes,Computer,9.018664581,15.88337299,39,Action,1.697190001,5,Female,3,Yes,No
114,14.97289857,1706.910438,Basic,Mailed check,Yes,TV Shows,No,Tablet,10.5547448,118.8387354,20,Fantasy,3.259721579,1,Female,20,No,Yes
17,13.73945271,233.570696,Premium,Electronic check,Yes,Movies,Yes,TV,21.67531814,134.1434376,28,Comedy,4.097783803,2,Female,24,No,Yes
73,14.38941421,1050.427238,Standard,Bank transfer,No,Both,No,Tablet,5.454245425,177.0922353,44,Drama,2.384886684,4,Male,24,Yes,No
77,7.440533107,572.9210493,Premium,Electronic check,No,TV Shows,Yes,TV,7.023229785,74.2025392,1,Action,2.14217187,9,Female,18,No,No
17,17.89449022,304.2063338,Basic,Credit card,No,Movies,Yes,TV,37.30921766,80.54881743,29,Sci-Fi,3.242968424,6,Male,4,No,Yes
119,6.704814855,797.8729678,Premium,Electronic check,No,Movies,Yes,Mobile,23.6358585,153.115649,37,Drama,2.778480171,7,Male,23,Yes,Yes
66,11.96196226,789.4895095,Premium,Bank transfer,Yes,Movies,Yes,Tablet,21.29787519,38.13387791,9,Action,4.017578977,6,Female,23,Yes,Yes
55,12.60022946,693.0126201,Standard,Electronic check,No,TV Shows,No,Tablet,7.254658709,71.94652475,26,Comedy,3.971232826,7,Male,17,Yes,No
57,5.853219745,333.6335255,Premium,Mailed check,No,Movies,Yes,Computer,29.61151598,106.7507387,30,Fantasy,2.238096458,2,Male,12,Yes,Yes
112,10.03398482,1123.8063,Standard,Electronic check,Yes,Both,Yes,Computer,20.60258012,112.6446543,44,Action,2.584751809,7,Male,23,Yes,Yes
32,6.806364683,217.8036699,Standard,Credit card,No,Movies,No,Tablet,39.31324285,66.33986451,20,Drama,2.061609228,0,Male,4,Yes,No
79,10.44320879,825.0134943,Premium,Electronic check,Yes,TV Shows,Yes,Computer,4.75543682,82.81418911,47,Drama,4.968855039,7,Female,19,No,No
35,17.01045172,595.3658102,Standard,Credit card,Yes,Both,Yes,Tablet,12.24135146,172.3146991,7,Drama,4.302406031,3,Female,7,Yes,Yes
85,10.22235109,868.8998429,Standard,Mailed check,No,Movies,No,Mobile,5.618104406,133.0563722,19,Comedy,2.568415896,7,Male,10,No,Yes
22,5.292566685,116.4364671,Basic,Credit card,Yes,Both,No,Computer,4.416275891,171.1238895,14,Drama,2.720763598,0,Female,17,Yes,Yes
38,10.63000486,403.9401847,Premium,Bank transfer,No,Movies,Yes,TV,9.38931022,95.09713648,17,Sci-Fi,4.497875844,4,Female,16,Yes,Yes
99,9.324036545,923.0796179,Basic,Credit card,Yes,Both,No,Mobile,9.248481085,143.9637565,47,Drama,1.864001443,7,Female,6,Yes,No
65,15.8499776,1030.248544,Premium,Credit card,Yes,TV Shows,No,Mobile,22.28705526,94.67588562,30,Comedy,2.570922716,7,Male,23,No,Yes
106,5.029707374,533.1489817,Standard,Mailed check,Yes,TV Shows,Yes,TV,7.522337847,103.4984983,46,Drama,1.301104981,7,Female,20,No,No
75,8.844956454,663.371734,Basic,Credit card,No,Both,No,Computer,24.00167735,115.5975278,44,Action,2.52659091,4,Female,7,Yes,No
94,12.83733025,1206.709044,Standard,Mailed check,Yes,TV Shows,No,Tablet,12.35817191,179.0540299,25,Action,4.769497344,4,Male,24,Yes,No
79,16.14386507,1275.36534,Standard,Electronic check,No,TV Shows,No,TV,18.40148873,72.74018137,34,Fantasy,3.164108051,4,Female,21,Yes,Yes
47,16.70201941,784.9949123,Premium,Bank transfer,Yes,Both,Yes,Computer,37.02472128,101.3397494,40,Sci-Fi,4.091139887,4,Male,13,Yes,Yes
48,19.3524894,928.9194912,Basic,Electronic check,Yes,Movies,Yes,TV,3.557611797,72.84910043,0,Comedy,3.986409328,2,Male,23,No,No
1,9.801916432,9.801916432,Basic,Electronic check,No,Movies,Yes,Mobile,17.87002576,169.2056255,48,Comedy,2.333556865,4,Male,21,No,No
65,19.12783785,1243.30946,Premium,Credit card,No,TV Shows,No,Computer,28.34038664,47.43544418,1,Action,1.72845679,0,Female,0,Yes,No
106,15.61219326,1654.892486,Premium,Bank transfer,No,TV Shows,No,Computer,27.16187851,164.4013578,0,Comedy,2.960265486,1,Male,19,No,No
65,17.73215612,1152.590148,Basic,Credit card,No,Movies,No,Mobile,28.07263233,76.30390106,25,Drama,3.626129447,9,Female,2,Yes,Yes
107,10.0581556,1076.222649,Premium,Electronic check,Yes,TV Shows,No,Tablet,33.79419503,97.57121922,49,Comedy,3.414614986,0,Female,22,No,Yes
13,13.43178588,174.6132164,Standard,Mailed check,Yes,Movies,No,Tablet,17.56281314,90.67779907,24,Action,1.433478194,5,Male,13,Yes,Yes
90,14.11294337,1270.164903,Basic,Electronic check,Yes,TV Shows,Yes,Mobile,19.22531918,95.00661708,6,Sci-Fi,3.360029033,1,Male,17,Yes,Yes
70,17.5630302,1229.412114,Premium,Bank transfer,Yes,Both,No,Mobile,32.36789735,78.27930854,45,Fantasy,1.957815188,3,Male,9,Yes,No
6,11.8907219,71.34433142,Standard,Credit card,No,Both,Yes,Mobile,1.628152658,70.02562615,42,Fantasy,1.219885318,1,Male,18,No,No
99,13.46567787,1333.10211,Premium,Electronic check,Yes,Movies,Yes,Computer,26.50103784,24.63655013,38,Fantasy,3.567457257,9,Female,19,No,No
63,17.10356302,1077.52447,Basic,Credit card,No,TV Shows,Yes,TV,30.14685957,18.63341147,36,Drama,3.594271717,5,Female,11,No,No
28,6.269962949,175.5589626,Standard,Bank transfer,Yes,Movies,Yes,Tablet,5.171483389,75.35101111,5,Fantasy,2.886378134,2,Male,11,No,Yes
107,8.027003368,858.8893603,Premium,Electronic check,Yes,Movies,Yes,Tablet,8.46832414,74.31864514,29,Fantasy,2.541405707,9,Female,5,No,No
95,10.05941697,955.6446121,Premium,Mailed check,Yes,Both,No,Computer,2.915636386,64.19993332,17,Sci-Fi,1.344610423,6,Male,10,No,No
83,17.30470774,1436.290742,Standard,Mailed check,Yes,TV Shows,No,Tablet,13.74895539,9.901719652,28,Fantasy,4.043720012,4,Female,21,Yes,Yes
99,10.70433617,1059.729281,Premium,Bank transfer,Yes,Both,Yes,Tablet,31.3777484,128.4706716,36,Fantasy,4.440958807,3,Female,18,No,Yes
14,10.13643278,141.910059,Premium,Electronic check,Yes,Movies,No,Tablet,38.04185108,148.9753896,35,Comedy,1.35591857,0,Male,12,Yes,No
22,11.64412075,256.1706565,Standard,Electronic check,Yes,Both,Yes,Computer,23.36275868,68.43380258,31,Action,2.425516809,9,Female,20,No,Yes
12,10.71931259,128.6317511,Premium,Credit card,No,TV Shows,Yes,TV,19.35343111,70.47549641,8,Action,3.299711706,0,Male,1,No,Yes
54,18.52493155,1000.346304,Basic,Bank transfer,Yes,TV Shows,Yes,Tablet,38.53074522,46.93550331,20,Drama,4.567486739,8,Male,12,Yes,No
77,8.228569982,633.5998886,Standard,Electronic check,Yes,Movies,Yes,Computer,20.78475145,76.86634802,18,Drama,1.538452403,5,Female,9,Yes,Yes
15,10.4183049,156.2745736,Standard,Electronic check,Yes,Both,Yes,Computer,3.905625674,99.24086164,24,Drama,1.727530249,2,Male,23,Yes,Yes
23,7.651573917,175.9862001,Premium,Mailed check,Yes,TV Shows,No,Tablet,13.17869594,88.54744295,33,Fantasy,3.68969828,1,Female,1,Yes,Yes
86,13.85411569,1191.453949,Basic,Electronic check,Yes,Both,No,TV,38.15305992,136.9017965,41,Drama,3.209665472,7,Male,21,No,No
55,19.97393378,1098.566358,Basic,Electronic check,Yes,TV Shows,Yes,Computer,8.823194649,114.7582919,22,Action,1.020387661,0,Female,18,No,No
49,11.30150021,553.7735104,Basic,Electronic check,Yes,Movies,Yes,Mobile,7.733023449,50.01511304,6,Action,4.17938999,0,Female,19,Yes,Yes
88,13.41229088,1180.281597,Premium,Credit card,No,TV Shows,No,TV,23.32613817,65.01399624,33,Drama,1.439470149,6,Female,4,Yes,No
31,10.67549282,330.9402775,Premium,Electronic check,No,TV Shows,Yes,Computer,37.53573607,9.701466393,21,Drama,1.967167755,1,Male,19,Yes,Yes
54,17.98468481,971.1729797,Premium,Bank transfer,No,TV Shows,No,Tablet,9.454296719,41.93760616,16,Fantasy,4.47994662,8,Female,16,No,Yes
91,19.98233335,1818.392335,Premium,Mailed check,Yes,Movies,No,TV,15.64314197,83.82792924,20,Drama,3.843403699,5,Female,5,Yes,Yes
77,13.5306039,1041.856501,Basic,Electronic check,Yes,Movies,No,Tablet,32.624988,31.85635817,23,Drama,3.374471937,7,Male,3,Yes,Yes
51,14.68441772,748.9053039,Standard,Electronic check,No,TV Shows,Yes,TV,15.9985906,154.9897506,39,Comedy,3.514681954,4,Female,10,No,No
45,12.63144396,568.4149783,Premium,Electronic check,No,Movies,No,TV,36.3696616,100.5502071,31,Drama,1.46229542,4,Male,11,No,No
116,6.407405201,743.2590033,Basic,Mailed check,No,Both,Yes,Mobile,28.62843085,148.4638556,6,Drama,3.385191159,7,Female,19,Yes,Yes
53,11.76427563,623.5066085,Premium,Bank transfer,Yes,TV Shows,No,Tablet,32.47004266,75.39606707,10,Sci-Fi,3.850973766,6,Female,16,No,No
119,17.64883213,2100.211024,Basic,Electronic check,Yes,Movies,No,Tablet,18.26507805,22.26790027,39,Sci-Fi,4.604401839,2,Male,3,Yes,No
11,17.64447611,194.0892372,Basic,Credit card,Yes,Both,Yes,Tablet,9.528244273,159.3276099,22,Fantasy,3.026169935,0,Female,18,Yes,Yes
34,17.92312869,609.3863753,Premium,Bank transfer,Yes,TV Shows,Yes,TV,35.0461864,166.3204739,36,Fantasy,4.257259786,0,Female,16,No,Yes
56,7.846445688,439.4009585,Basic,Bank transfer,Yes,Movies,No,TV,25.45350385,114.6410698,37,Sci-Fi,1.815108456,9,Male,16,No,Yes
44,18.44188117,811.4427714,Premium,Mailed check,No,Movies,No,Tablet,5.400295241,63.98400708,0,Action,1.675857493,9,Male,7,No,Yes
7,16.56269543,115.938868,Premium,Mailed check,No,TV Shows,Yes,Computer,30.56037278,115.3177675,1,Fantasy,2.927395257,4,Female,3,No,Yes
98,11.76168171,1152.644808,Standard,Electronic check,No,Movies,Yes,Tablet,28.53663257,88.25960377,25,Drama,3.466898648,3,Male,20,Yes,Yes
66,8.881496148,586.1787458,Standard,Electronic check,Yes,Both,No,TV,26.0819345,68.47801347,25,Fantasy,1.582263539,6,Female,22,Yes,No
74,13.50283881,999.2100719,Basic,Credit card,No,Movies,Yes,Mobile,10.48842148,97.34880615,19,Fantasy,4.251305337,1,Female,1,Yes,No
60,17.39691884,1043.815131,Standard,Mailed check,Yes,Both,No,Mobile,25.76291632,62.25040275,9,Action,1.151935493,1,Male,13,Yes,No
63,8.624857804,543.3660416,Basic,Bank transfer,Yes,Both,No,Computer,26.96497923,19.93941318,42,Sci-Fi,1.399764733,3,Male,22,Yes,Yes
82,7.887100912,646.7422748,Premium,Credit card,Yes,Both,No,Computer,3.420605738,29.04914804,22,Fantasy,3.023111159,4,Male,10,Yes,No
50,5.676346567,283.8173284,Basic,Bank transfer,No,Both,No,Tablet,39.96021623,114.3535813,45,Action,4.398960716,6,Male,3,Yes,Yes
13,5.933809237,77.13952008,Standard,Credit card,Yes,TV Shows,Yes,Computer,3.257247212,174.1853423,30,Sci-Fi,2.003128647,2,Female,23,No,Yes
17,15.93870012,270.9579021,Basic,Credit card,Yes,Movies,No,Mobile,11.68657872,100.402855,2,Fantasy,3.363038905,5,Male,0,Yes,No
90,6.270928275,564.3835447,Premium,Electronic check,No,Both,No,Tablet,10.73950728,12.32718623,5,Sci-Fi,4.726898162,3,Male,7,Yes,Yes
97,19.73466196,1914.26221,Basic,Credit card,Yes,TV Shows,Yes,Computer,14.24534192,57.72028655,16,Fantasy,4.639315499,2,Male,20,No,No
31,17.56498266,544.5144625,Premium,Mailed check,Yes,TV Shows,Yes,Tablet,17.60519715,21.46779605,39,Comedy,1.432276193,0,Female,7,Yes,No
62,5.255912327,325.8665643,Premium,Mailed check,No,TV Shows,Yes,Tablet,30.85888372,64.70479564,15,Comedy,2.437421914,3,Female,12,No,Yes
115,17.77127611,2043.696753,Basic,Mailed check,Yes,TV Shows,Yes,Mobile,33.01699235,134.6986944,26,Drama,3.393947233,0,Male,15,Yes,Yes
76,12.01966255,913.4943541,Standard,Credit card,Yes,Movies,No,Computer,22.86983539,69.61549248,4,Action,1.791098219,4,Male,6,Yes,Yes
106,11.07887577,1174.360831,Premium,Bank transfer,Yes,TV Shows,No,Computer,21.99230361,178.3401162,35,Drama,3.087014587,2,Female,12,Yes,Yes
69,6.296978277,434.4915011,Premium,Bank transfer,Yes,Both,No,Computer,16.34945383,176.6662142,32,Fantasy,3.94228827,7,Female,24,No,No
71,12.7350543,904.1888552,Basic,Bank transfer,Yes,TV Shows,Yes,Tablet,20.3511459,142.8079668,29,Sci-Fi,2.341011215,0,Male,17,Yes,No
51,14.08439444,718.3041167,Premium,Credit card,No,Both,Yes,Computer,18.66971347,40.91088926,17,Comedy,4.070951985,8,Female,13,No,No
99,15.88105772,1572.224714,Standard,Bank transfer,Yes,Movies,Yes,Mobile,35.66372938,175.6186285,33,Fantasy,2.292942711,1,Female,4,Yes,Yes
97,6.769293925,656.6215107,Premium,Credit card,Yes,Movies,No,Tablet,22.63294349,154.6079496,7,Comedy,4.896642878,4,Female,24,No,No
58,16.05933326,931.441329,Basic,Credit card,Yes,Both,Yes,Mobile,13.13638684,132.3773559,32,Drama,2.075360631,2,Female,17,Yes,No
36,13.4688966,484.8802777,Basic,Credit card,Yes,TV Shows,No,TV,30.15926563,113.7188364,43,Comedy,3.364835977,5,Female,1,Yes,No
35,7.990363987,279.6627396,Standard,Electronic check,Yes,Both,Yes,TV,1.85688905,151.1114666,0,Action,3.65335376,3,Male,16,Yes,Yes
34,9.424658888,320.4384022,Premium,Credit card,Yes,TV Shows,No,Tablet,2.633606106,40.66496935,37,Drama,3.068913492,6,Female,1,No,Yes
54,8.847042256,477.7402818,Standard,Mailed check,Yes,Both,No,Mobile,18.18100268,137.9659205,40,Comedy,2.3920128,0,Male,19,Yes,Yes
31,16.71761701,518.2461273,Standard,Bank transfer,Yes,Movies,No,TV,22.94483604,142.7062247,47,Fantasy,4.894734705,0,Female,23,Yes,Yes
113,9.591975535,1083.893235,Standard,Electronic check,Yes,Both,Yes,Computer,4.458173256,36.67487604,15,Comedy,1.72211551,8,Male,8,No,No
118,19.73834456,2329.124659,Basic,Credit card,Yes,Both,Yes,TV,22.94267951,154.7292355,42,Fantasy,2.428949628,0,Male,7,No,Yes
28,17.8859238,500.8058664,Basic,Bank transfer,Yes,Movies,No,TV,35.72392396,179.3699966,28,Drama,4.133560311,0,Male,1,Yes,No
51,13.93235993,710.5503565,Premium,Bank transfer,No,TV Shows,No,Tablet,16.01058872,161.6531521,47,Comedy,3.074526312,6,Female,23,No,No
42,8.493898896,356.7437536,Basic,Bank transfer,No,Both,No,Mobile,14.0859714,158.3560994,10,Fantasy,1.799694755,0,Male,14,Yes,Yes
78,8.227225417,641.7235825,Standard,Electronic check,No,TV Shows,No,TV,39.70243893,91.47234874,39,Sci-Fi,3.434614271,7,Male,24,Yes,Yes
114,16.38814854,1868.248934,Basic,Mailed check,Yes,Movies,No,TV,18.90978338,6.760970401,8,Comedy,3.187644402,6,Female,3,Yes,No
45,16.95194364,762.8374637,Basic,Bank transfer,No,Both,Yes,TV,31.14135593,68.60592423,32,Fantasy,4.851790608,3,Female,23,Yes,Yes
30,16.3213917,489.6417511,Standard,Bank transfer,Yes,Both,Yes,Tablet,17.95089653,6.485225145,12,Sci-Fi,3.843431227,8,Female,5,Yes,No
96,15.50840809,1488.807177,Basic,Electronic check,Yes,TV Shows,No,TV,1.837630691,158.4245803,44,Comedy,2.621234076,9,Female,20,Yes,No
98,17.60738599,1725.523827,Standard,Bank transfer,Yes,Movies,Yes,TV,28.16223024,157.0349846,13,Fantasy,3.994006556,4,Female,13,Yes,Yes
75,8.503306892,637.7480169,Basic,Bank transfer,No,TV Shows,No,TV,37.09854142,129.6863292,7,Action,4.956880911,5,Male,18,No,Yes
19,14.34160821,272.4905559,Premium,Credit card,Yes,Both,No,Tablet,26.63546234,110.4378186,26,Sci-Fi,3.612883709,7,Female,20,No,No
36,10.19095231,366.8742833,Premium,Bank transfer,No,Both,No,Computer,4.6349567,76.05097256,23,Comedy,4.715352778,1,Female,6,Yes,Yes
93,6.529409512,607.2350846,Standard,Mailed check,No,Movies,Yes,Tablet,20.2746374,148.8569978,8,Drama,4.15639709,8,Female,7,Yes,Yes
43,16.00192837,688.08292,Basic,Electronic check,No,TV Shows,Yes,Computer,3.083379557,169.0020471,16,Drama,3.514414464,9,Male,15,No,No
11,17.06329713,187.6962684,Standard,Credit card,No,Movies,Yes,TV,6.263201453,14.45454011,24,Comedy,3.407794454,3,Female,14,No,No
100,6.426814375,642.6814375,Standard,Credit card,Yes,Both,Yes,TV,22.66914925,22.79651049,49,Fantasy,4.939746355,0,Female,3,No,No
77,18.86778461,1452.819415,Standard,Mailed check,No,TV Shows,No,Mobile,8.19378032,176.342672,49,Sci-Fi,2.157860246,0,Male,7,No,No
67,12.52289082,839.033685,Basic,Mailed check,Yes,TV Shows,Yes,Tablet,23.22457294,157.442923,27,Comedy,2.266511069,8,Male,11,Yes,Yes
17,11.39799801,193.7659662,Premium,Credit card,Yes,Movies,No,Tablet,3.023388673,24.74345631,27,Action,1.080661117,7,Female,13,No,Yes
44,6.123053699,269.4143628,Basic,Credit card,No,TV Shows,Yes,Computer,31.98574404,158.2970258,12,Action,2.260098925,7,Male,17,No,No
78,15.20573847,1186.047601,Standard,Mailed check,No,Movies,Yes,Tablet,33.60782497,111.8087404,30,Comedy,2.290975788,4,Male,14,Yes,Yes
50,15.54232434,777.1162172,Basic,Credit card,No,Movies,Yes,TV,26.65458449,26.94642581,31,Drama,1.521754491,3,Male,10,Yes,Yes
102,10.54467471,1075.556821,Basic,Electronic check,No,TV Shows,Yes,Tablet,7.546057885,70.3560961,23,Fantasy,4.825747731,4,Female,6,Yes,No
31,17.12940237,531.0114734,Standard,Bank transfer,Yes,TV Shows,No,TV,4.847993971,7.50420377,24,Drama,3.087128219,4,Male,17,No,Yes
16,18.93568893,302.9710229,Standard,Credit card,Yes,Movies,No,Mobile,18.5260422,48.438217,1,Comedy,1.999593558,9,Male,6,Yes,No
94,18.26338535,1716.758223,Premium,Mailed check,No,TV Shows,No,Computer,35.73461008,70.01499314,39,Sci-Fi,2.617397033,3,Female,1,Yes,Yes
73,18.45048909,1346.885703,Premium,Mailed check,No,Movies,No,Computer,2.207412875,93.87386074,22,Sci-Fi,2.530281474,4,Female,6,No,Yes
96,9.504420204,912.4243396,Standard,Credit card,No,Both,Yes,Computer,11.80411027,8.244742732,21,Action,2.388897808,0,Female,11,Yes,No
56,13.88254406,777.4224674,Standard,Electronic check,Yes,Movies,Yes,Tablet,20.7961256,125.0627806,24,Action,4.658378731,6,Male,20,Yes,Yes
88,10.67947188,939.7935257,Premium,Bank transfer,Yes,TV Shows,No,Tablet,37.50393502,34.36952164,12,Drama,3.541682175,0,Male,11,Yes,No
38,10.37469281,394.2383266,Basic,Electronic check,Yes,Movies,Yes,Mobile,21.92067625,112.8592732,25,Action,1.596845676,7,Male,22,Yes,No
96,13.53722512,1299.573612,Premium,Credit card,Yes,TV Shows,No,TV,29.49954301,122.6608391,46,Action,2.251307786,1,Male,17,Yes,Yes
91,18.18348626,1654.69725,Premium,Electronic check,No,Both,Yes,Computer,28.21289827,24.02854218,31,Action,2.922230988,5,Male,19,No,Yes
39,19.16217717,747.3249095,Basic,Credit card,Yes,TV Shows,Yes,Computer,22.14073874,82.42186898,34,Comedy,4.515442331,9,Male,21,Yes,Yes
28,19.87376012,556.4652832,Premium,Mailed check,No,TV Shows,Yes,TV,3.233807386,110.0665659,31,Action,1.834811875,6,Female,0,No,No
99,5.496014778,544.105463,Basic,Mailed check,No,TV Shows,Yes,Computer,30.94124526,132.0891569,1,Fantasy,2.902974139,1,Male,5,Yes,Yes
61,19.89505789,1213.598531,Premium,Mailed check,Yes,Both,No,Tablet,28.06357782,61.00301406,17,Comedy,1.597057656,7,Female,0,No,Yes
55,15.73234857,865.2791715,Premium,Credit card,Yes,TV Shows,No,Tablet,37.87856949,75.9442021,38,Sci-Fi,3.211320829,0,Female,14,Yes,No
78,10.091911,787.1690579,Basic,Credit card,Yes,TV Shows,Yes,Tablet,3.07532334,169.5348318,12,Fantasy,4.07428502,4,Male,7,No,No
88,17.82369732,1568.485364,Basic,Credit card,Yes,TV Shows,Yes,Tablet,8.79595537,21.26511148,34,Action,1.112018649,5,Female,12,No,No
82,13.42511465,1100.859401,Premium,Bank transfer,Yes,TV Shows,No,TV,2.292060639,76.39607026,25,Comedy,4.462953827,3,Female,10,No,Yes
65,18.38471532,1195.006496,Basic,Electronic check,Yes,TV Shows,No,Tablet,22.67637183,132.3405332,17,Drama,1.777114136,5,Female,13,Yes,No
22,14.03709385,308.8160648,Premium,Credit card,No,Both,No,TV,38.07850948,98.25391597,29,Comedy,3.563189909,9,Male,24,Yes,No
86,4.998890134,429.9045515,Premium,Credit card,No,Both,No,Computer,39.76032388,163.2395934,20,Fantasy,2.199610546,9,Female,4,Yes,Yes
64,6.65616511,425.9945671,Standard,Mailed check,Yes,TV Shows,Yes,Tablet,2.975711889,21.31502478,43,Fantasy,4.948074734,6,Female,15,Yes,No
96,7.25385606,696.3701818,Premium,Electronic check,Yes,TV Shows,Yes,Tablet,13.48257898,76.8090652,6,Drama,1.515096539,8,Male,9,Yes,No
2,16.11939091,32.23878181,Basic,Mailed check,No,Movies,No,Tablet,30.2002236,176.8070624,45,Sci-Fi,4.047571055,5,Female,2,No,No
108,7.59681166,820.4556592,Premium,Credit card,No,Movies,No,Computer,8.917561526,137.564932,41,Sci-Fi,1.661009349,1,Male,6,Yes,Yes
54,6.107180625,329.7877538,Premium,Mailed check,No,Movies,Yes,Mobile,35.66920724,94.25339328,49,Action,1.994740256,0,Female,16,Yes,No
18,17.88592208,321.9465974,Standard,Credit card,Yes,TV Shows,No,Computer,16.70861891,83.18713035,29,Comedy,2.681017447,6,Male,19,No,Yes
60,7.864118864,471.8471318,Standard,Mailed check,Yes,Both,Yes,Tablet,22.62433449,36.77715056,14,Sci-Fi,4.603271614,1,Female,21,Yes,No
23,16.06875122,369.5812781,Basic,Bank transfer,Yes,Both,Yes,Mobile,31.83562208,21.45574356,11,Fantasy,2.097320229,5,Male,10,No,Yes
98,15.033206,1473.254188,Basic,Mailed check,Yes,TV Shows,Yes,Mobile,33.95391798,17.19133358,32,Drama,2.983370569,9,Female,5,Yes,No
5,11.27126125,56.35630624,Basic,Electronic check,No,Movies,Yes,Tablet,3.065643353,11.69140161,46,Action,4.050600258,8,Female,10,No,No
